1.jpg: [[6.674591064453125, -3.8332977294921875], [6.0823974609375, -5.80615234375], [0.71478271484375, -8.050643920898438], [7.691131591796875, 0.78253173828125]]
3141.jpg: [[0.231536865234375, 8.47796630859375], [1.02154541015625, 0.29502105712890625], [-2.094146728515625, 7.1777496337890625], [7.57000732421875, 7.722747802734375]]
3142.jpg: [[-7.437896728515625, 1.6884021759033203], [2.64764404296875, -2.46433162689209], [-7.955780029296875, -8.629806518554688], [2.55914306640625, 4.7075653076171875]]
3143.jpg: [[6.170291900634766, -1.2331085205078125], [7.265968322753906, -9.026626586914062], [-0.0749673843383789, 2.93597412109375], [-0.9154434204101562, -9.71160888671875]]
3144.jpg: [[0.999053955078125, -8.494766235351562], [-5.614288330078125, -1.1428985595703125], [5.62200927734375, 6.433868408203125], [9.800933837890625, 0.990203857421875]]
3145.jpg: [[9.31671142578125, -5.163290023803711], [-7.108642578125, -0.7861728668212891], [-5.517578125, 0.9334487915039062], [-3.1075439453125, -5.1930999755859375]]
3146.jpg: [[5.20452880859375, -7.842010498046875], [-8.657424926757812, 7.722015380859375], [6.8793487548828125, 5.0181884765625], [-6.925567626953125, -0.85137939453125]]
3147.jpg: [[-3.727874755859375, 7.033660888671875], [-3.73748779296875, 3.8115692138671875], [-3.5528106689453125, 1.7197113037109375], [-2.173370361328125, -5.83905029296875]]
3148.jpg: [[6.360443115234375, -5.61248779296875], [2.5992431640625, 1.821746826171875], [7.342010498046875, 2.894073486328125], [0.649078369140625, 6.169219970703125]]
3149.jpg: [[-9.564544677734375, -5.746978759765625], [9.79400634765625, 2.1774444580078125], [0.8592529296875, 5.812225341796875], [5.47412109375, 5.248992919921875]]
315.jpg: [[-7.190032958984375, 8.359344482421875], [3.938812255859375, -9.505157470703125], [-6.739990234375, -7.70660400390625], [-4.818115234375, 7.675750732421875]]
3150.jpg: [[-4.4311981201171875, -8.531524658203125], [4.366912841796875, -4.011505126953125], [2.8434295654296875, 1.209259033203125], [1.646026611328125, -7.195526123046875]]
3151.jpg: [[2.4161834716796875, 8.396209716796875], [-1.48284912109375, 8.332916259765625], [9.846282958984375, 0.43438720703125], [-6.641693115234375, 6.140045166015625]]
3152.jpg: [[3.1901931762695312, 3.5490875244140625], [-7.6634521484375, -0.6209869384765625], [-5.59469747543335, -2.635498046875], [0.02680206298828125, -7.8461761474609375]]
3153.jpg: [[-4.53900146484375, -8.58367919921875], [8.33221435546875, -3.2122802734375], [8.37127685546875, -8.821868896484375], [9.64691162109375, -5.824066162109375]]
3154.jpg: [[-6.378378868103027, -6.122108459472656], [4.887359619140625, -6.4313201904296875], [-2.484788179397583, -0.6569671630859375], [9.248870849609375, -7.076324462890625]]
3155.jpg: [[2.7550506591796875, 1.406280517578125], [5.2423095703125, 8.831680297851562], [3.978271484375, 8.007598876953125], [-7.72918701171875, 7.75201416015625]]
3156.jpg: [[3.5649070739746094, -1.796722412109375], [-5.094970703125, 8.879547119140625], [-5.484333038330078, 5.8876800537109375], [5.794281005859375, -7.490234375]]
3157.jpg: [[6.070892333984375, 6.418128967285156], [-0.330902099609375, -2.6390533447265625], [-0.825164794921875, -7.5639495849609375], [8.055419921875, -1.3748931884765625]]
3158.jpg: [[-9.60015869140625, -4.64215087890625], [9.289825439453125, -4.985626220703125], [-2.5624237060546875, -7.5035400390625], [-1.62261962890625, -5.055419921875]]
3159.jpg: [[2.1827239990234375, -3.62652587890625], [-1.9808349609375, 5.154510498046875], [-3.4779052734375, -5.954925537109375], [7.537841796875, -0.846466064453125]]
316.jpg: [[-7.40533447265625, 9.9178466796875], [-7.4610595703125, -4.092010498046875], [0.54132080078125, 0.7332763671875], [0.1959228515625, 1.424346923828125]]
3160.jpg: [[-6.1343231201171875, -9.615020751953125], [-2.51708984375, -8.981048583984375], [-6.5025787353515625, 4.89227294921875], [2.486419677734375, 2.192474365234375]]
3161.jpg: [[2.542266845703125, -9.26678466796875], [4.4357757568359375, -4.620330810546875], [1.117218017578125, 6.601287841796875], [-2.5566558837890625, 0.8274993896484375]]
3162.jpg: [[3.9678497314453125, 7.181365966796875], [-1.7382354736328125, 9.359321594238281], [-6.531280517578125, -9.171829223632812], [-8.0264892578125, -6.550750732421875]]
3163.jpg: [[-9.09375, 8.21453857421875], [-9.572906494140625, 9.606658935546875], [0.3666534423828125, 7.342620849609375], [5.768646240234375, 6.92205810546875]]
3164.jpg: [[6.245941162109375, 3.78680419921875], [-6.866607666015625, 1.29095458984375], [7.104766845703125, 9.70263671875], [-5.6435546875, 9.596893310546875]]
3165.jpg: [[8.994842529296875, 3.3690948486328125], [-8.78338623046875, -5.258636474609375], [1.530517578125, 6.37890625], [1.21612548828125, 3.300506591796875]]
3166.jpg: [[8.077667236328125, 2.8559036254882812], [5.5335693359375, 2.334686279296875], [-4.451629638671875, -9.68389892578125], [8.908782958984375, -6.610809326171875]]
3167.jpg: [[-2.0881805419921875, 6.7185516357421875], [-3.61895751953125, 4.076416015625], [8.530364990234375, -5.919891357421875], [-1.175537109375, -3.33453369140625]]
3168.jpg: [[1.6223373413085938, -0.3917236328125], [0.42191314697265625, -5.51690673828125], [-6.064243316650391, -4.417999267578125], [4.329826354980469, 8.74359130859375]]
3169.jpg: [[-5.3178558349609375, -5.213167190551758], [-9.714279174804688, -5.516994476318359], [-3.2479896545410156, -0.01801300048828125], [-4.9665069580078125, -8.484321594238281]]
317.jpg: [[8.378540992736816, -6.5313720703125], [-9.115409851074219, -0.20587158203125], [-2.9706335067749023, -8.838287353515625], [7.524406433105469, 9.099853515625]]
3170.jpg: [[9.464080810546875, 3.5487060546875], [-7.113983154296875, -6.2451171875], [-9.44573974609375, 3.200592041015625], [6.62811279296875, 2.279266357421875]]
3171.jpg: [[0.676849365234375, 8.53972053527832], [-3.64495849609375, 4.872642517089844], [-8.59075927734375, -3.4552459716796875], [-5.638458251953125, 2.9675979614257812]]
3172.jpg: [[3.3602142333984375, 1.231842041015625], [3.37811279296875, -8.6910400390625], [-0.6459579467773438, -9.4132080078125], [1.9277496337890625, -2.414154052734375]]
3173.jpg: [[7.619384765625, -3.6297149658203125], [9.70751953125, 2.7374114990234375], [-2.6502685546875, 9.91778564453125], [7.05767822265625, -8.8892822265625]]
3174.jpg: [[7.060457229614258, -1.1031417846679688], [-6.8127288818359375, 6.733222961425781], [-1.3853998184204102, 2.00250244140625], [4.280540466308594, -7.5712890625]]
3175.jpg: [[-9.149054527282715, 3.0670852661132812], [-3.8512802124023438, -4.457763671875], [8.372335433959961, 8.29547119140625], [9.699447631835938, -9.357742309570312]]
3176.jpg: [[4.93780517578125, 7.1077880859375], [9.291595458984375, 1.0945711135864258], [-2.089813232421875, 6.644996643066406], [-5.381622314453125, -0.15154266357421875]]
3177.jpg: [[4.345113754272461, -1.4709625244140625], [-9.173606872558594, -3.1667327880859375], [-6.956142902374268, -6.127960205078125], [0.41551971435546875, -4.112274169921875]]
3178.jpg: [[-7.05950927734375, -6.0095977783203125], [-4.6788330078125, -4.6973724365234375], [1.00750732421875, 8.69342041015625], [-0.1329345703125, 9.562408447265625]]
3179.jpg: [[-3.631561279296875, -7.06121826171875], [5.719879150390625, 4.8135986328125], [5.9618988037109375, -5.454315185546875], [-2.386444091796875, 5.714447021484375]]
318.jpg: [[8.60235595703125, -4.436317443847656], [0.05499267578125, -4.8064117431640625], [-9.650360107421875, -3.7662811279296875], [4.89385986328125, 7.7667236328125]]
3180.jpg: [[-8.58831787109375, -0.90106201171875], [2.3937225341796875, 7.0101776123046875], [2.2407608032226562, 8.384124755859375], [-2.6002197265625, 5.008026123046875]]
3181.jpg: [[-7.544036865234375, -2.129669189453125], [7.22174072265625, 3.8311767578125], [2.05084228515625, 0.70379638671875], [6.8316650390625, -5.319793701171875]]
3182.jpg: [[1.5154571533203125, -1.8767852783203125], [7.741363525390625, -8.092605590820312], [-7.3046112060546875, 7.904876708984375], [-2.106842041015625, 2.574066162109375]]
3183.jpg: [[2.8851318359375, -9.46173095703125], [-7.571868896484375, -4.214263916015625], [-7.42095947265625, -1.022674560546875], [-8.520370483398438, 3.266204833984375]]
3184.jpg: [[-5.624603271484375, -4.973846435546875], [-2.555206298828125, -8.530746459960938], [-3.828033447265625, 3.8394775390625], [6.362060546875, -7.829803466796875]]
3185.jpg: [[-2.0135421752929688, -1.784271240234375], [-2.968536376953125, -8.769683837890625], [9.636589050292969, 5.183441162109375], [-4.0495758056640625, 4.65008544921875]]
3186.jpg: [[-2.0078125, -1.871734619140625], [-7.85986328125, -3.21710205078125], [1.346954345703125, -2.09368896484375], [8.025299072265625, -7.228729248046875]]
3187.jpg: [[8.323432922363281, 8.400527954101562], [6.666015625, 4.780120849609375], [-0.9640464782714844, -0.7232208251953125], [-4.1328277587890625, 0.2266998291015625]]
3188.jpg: [[1.799957275390625, 6.494163513183594], [1.807220458984375, -1.4265670776367188], [-4.008819580078125, 3.91265869140625], [-0.072845458984375, -8.80657958984375]]
3189.jpg: [[1.001861572265625, 6.7340545654296875], [9.16973876953125, -9.994842529296875], [0.21728515625, 3.39520263671875], [3.112945556640625, -3.39227294921875]]
319.jpg: [[9.87799072265625, -1.8990674018859863], [7.5129852294921875, 1.3945808410644531], [-9.949264526367188, 3.080413818359375], [2.799713134765625, 4.047859191894531]]
3190.jpg: [[9.66748046875, -2.0358657836914062], [-9.3607177734375, 5.0366058349609375], [-0.86053466796875, 7.7164306640625], [-0.77490234375, -6.735809326171875]]
3191.jpg: [[-8.850936889648438, -8.03936767578125], [5.5919189453125, -1.854095458984375], [-0.4289703369140625, -4.65765380859375], [-8.643539428710938, -8.109832763671875]]
3192.jpg: [[9.837509155273438, -0.7724151611328125], [-9.854400634765625, 6.2521514892578125], [9.118331909179688, -4.1245574951171875], [-8.1591796875, -9.036788940429688]]
3193.jpg: [[9.481903076171875, 9.49932861328125], [-6.724151611328125, 2.3914794921875], [9.467208862304688, 6.614990234375], [0.210479736328125, -3.25677490234375]]
3194.jpg: [[1.710906982421875, 9.21759033203125], [2.063690185546875, -7.851348876953125], [4.389434814453125, -4.760223388671875], [-3.36981201171875, 9.19696044921875]]
3195.jpg: [[-3.3134918212890625, -9.93927001953125], [4.69671630859375, 7.015350341796875], [4.154998779296875, 3.31878662109375], [7.978424072265625, -1.6487579345703125]]
3196.jpg: [[0.733551025390625, 5.3253936767578125], [-5.1511993408203125, -0.47052001953125], [4.2463531494140625, -4.5186767578125], [0.423065185546875, 5.442718505859375]]
3197.jpg: [[9.718597412109375, 1.550201416015625], [-0.839111328125, -9.715362548828125], [3.653900146484375, -1.8282470703125], [-5.307373046875, -1.849151611328125]]
3198.jpg: [[2.521728515625, -7.268310546875], [4.077423095703125, -8.10028076171875], [-6.602447509765625, 5.4923095703125], [-0.224761962890625, 0.70745849609375]]
3199.jpg: [[-4.4205322265625, -8.507705688476562], [-2.13531494140625, 0.4431060552597046], [-7.529632568359375, 3.6713638305664062], [-3.0084228515625, -4.8119049072265625]]
32.jpg: [[-3.1494293212890625, 2.3693695068359375], [0.285003662109375, -2.798675537109375], [0.8874359130859375, 8.92755126953125], [-0.6812591552734375, -6.723114013671875]]
320.jpg: [[0.8983612060546875, 6.643463134765625], [7.548583984375, -2.8258056640625], [-4.070610046386719, -3.467803955078125], [-7.5423583984375, -7.9793701171875]]
3200.jpg: [[-9.081306457519531, 3.52752685546875], [-1.443878173828125, -8.544631958007812], [3.7277793884277344, 1.3790130615234375], [-3.005828857421875, -0.9072418212890625]]
3201.jpg: [[-6.10137939453125, 0.57861328125], [9.497406005859375, -9.600902557373047], [-5.170867919921875, -5.2788543701171875], [6.9365234375, -1.805908203125]]
3202.jpg: [[9.609664916992188, 3.6916046142578125], [8.816497802734375, 7.0993194580078125], [7.0364227294921875, -7.904449462890625], [-5.29656982421875, 6.0128173828125]]
3203.jpg: [[7.087882995605469, 7.3134918212890625], [8.59912109375, -2.01348876953125], [8.771659851074219, -5.019073486328125], [4.58740234375, 4.19970703125]]
3204.jpg: [[4.630126953125, 1.458404541015625], [-8.03814697265625, 1.78985595703125], [6.359344482421875, 0.999908447265625], [6.971435546875, -9.136016845703125]]
3205.jpg: [[-1.3175811767578125, -9.41387939453125], [8.627288818359375, 2.121307373046875], [7.2929534912109375, -3.06036376953125], [4.412445068359375, 8.97406005859375]]
3206.jpg: [[-8.875160217285156, 0.9108734130859375], [-9.13555908203125, 3.51934814453125], [-2.2071762084960938, 4.74249267578125], [4.3089447021484375, 5.993255615234375]]
3207.jpg: [[8.381561279296875, -5.377593994140625], [5.641510009765625, 6.850494384765625], [-0.385986328125, 2.368927001953125], [5.7081298828125, -6.2981719970703125]]
3208.jpg: [[-8.964035034179688, -3.2418212890625], [6.8087615966796875, 0.86669921875], [2.9989776611328125, -4.247589111328125], [7.2353668212890625, -4.92987060546875]]
3209.jpg: [[8.286029815673828, -8.392059326171875], [8.556869506835938, -6.2801513671875], [-8.450237274169922, -6.46051025390625], [-2.8538360595703125, -6.195831298828125]]
321.jpg: [[-2.31304931640625, -2.5158309936523438], [5.639495849609375, -1.6783065795898438], [-8.710037231445312, -1.516693115234375], [-3.64990234375, -1.0661468505859375]]
3210.jpg: [[-2.81365966796875, 3.274913787841797], [-2.809051513671875, 6.616676330566406], [-8.877197265625, 9.566604614257812], [-1.282135009765625, -8.748039245605469]]
3211.jpg: [[1.9033358097076416, -9.25677490234375], [-6.753913879394531, -6.1618499755859375], [-3.6389589309692383, 3.7686920166015625], [-0.67852783203125, 3.5482025146484375]]
3212.jpg: [[4.8946380615234375, -2.1711502075195312], [9.5576171875, -5.506412506103516], [-8.143341064453125, 9.795883178710938], [-9.90545654296875, 4.4389495849609375]]
3213.jpg: [[-2.39886474609375, 6.49461555480957], [-8.163421630859375, 4.925029754638672], [-9.2188720703125, -0.7130126953125], [5.314422607421875, -7.154487609863281]]
3214.jpg: [[-1.08966064453125, -4.416961669921875], [2.8074951171875, 4.1083221435546875], [2.08154296875, -2.096954345703125], [-3.1729736328125, 5.36688232421875]]
3215.jpg: [[-1.1358833312988281, -9.18310546875], [1.757904052734375, 7.196495056152344], [4.044635772705078, -0.5185394287109375], [-2.9638519287109375, 1.9069366455078125]]
3216.jpg: [[-7.966957092285156, -2.3236618041992188], [-1.644622802734375, -2.7519912719726562], [9.398941040039062, 2.8289642333984375], [-2.173858642578125, -3.0576171875]]
3217.jpg: [[6.9003753662109375, 6.381134033203125], [-6.3545684814453125, 4.31744384765625], [-0.9385223388671875, 6.915283203125], [1.7615509033203125, 3.224334716796875]]
3218.jpg: [[-4.283599853515625, -0.446624755859375], [-7.74676513671875, 6.6513671875], [0.37884521484375, 9.459716796875], [-4.0101318359375, -4.802978515625]]
3219.jpg: [[4.9306640625, -0.6927032470703125], [7.2340545654296875, 0.7403717041015625], [-0.32640838623046875, 7.498809814453125], [-9.340118408203125, 4.269866943359375]]
322.jpg: [[-1.1058197021484375, 1.11090087890625], [-8.218597412109375, 6.940673828125], [7.3123931884765625, 0.864166259765625], [-3.625152587890625, -6.70574951171875]]
3220.jpg: [[0.5930328369140625, -8.738433837890625], [9.178314208984375, -2.8441009521484375], [-6.168121337890625, 5.9647216796875], [5.534942626953125, -4.218292236328125]]
3221.jpg: [[-6.75401496887207, -4.7607421875], [6.28790283203125, 0.62451171875], [-9.024495124816895, -0.866485595703125], [2.7452468872070312, 6.289031982421875]]
3222.jpg: [[8.495964050292969, -4.7255401611328125], [-1.7469940185546875, 3.6645355224609375], [4.841606140136719, 5.1609039306640625], [5.29486083984375, 5.858673095703125]]
3223.jpg: [[-9.416091918945312, 6.413063049316406], [-8.30908203125, -0.40265655517578125], [3.12689208984375, -6.336952209472656], [-4.932098388671875, 2.3815231323242188]]
3224.jpg: [[8.694725036621094, 4.382843017578125], [-8.554794311523438, 1.3740692138671875], [5.650054931640625, -5.7418365478515625], [-4.1518096923828125, -4.9742584228515625]]
3225.jpg: [[-1.54779052734375, 6.306449890136719], [2.810882568359375, -4.932914733886719], [8.361846923828125, 0.77069091796875], [-9.1475830078125, 3.286651611328125]]
3226.jpg: [[-6.131866455078125, 6.58709716796875], [-9.81964111328125, -9.940093994140625], [2.3584060668945312, 3.21295166015625], [-6.4097442626953125, 8.270843505859375]]
3227.jpg: [[1.2595443725585938, 4.6771087646484375], [-2.8374786376953125, -3.2479400634765625], [-0.9351425170898438, -2.968994140625], [7.963623046875, 2.110626220703125]]
3228.jpg: [[2.58758544921875, 6.5865478515625], [9.17041015625, 0.964202880859375], [-9.666015625, 0.141143798828125], [4.65069580078125, -3.7508087158203125]]
3229.jpg: [[-7.6805419921875, -6.568824768066406], [7.3106689453125, -6.0191802978515625], [-9.630706787109375, -6.77044677734375], [-7.534423828125, 6.45904541015625]]
323.jpg: [[-4.1685333251953125, -6.261608123779297], [-5.889495849609375, 2.82342529296875], [-2.1657257080078125, 4.630950927734375], [-2.878692626953125, 9.312225341796875]]
3230.jpg: [[-9.259384155273438, 7.504325866699219], [4.499176025390625, 7.499748229980469], [2.8097000122070312, -0.377105712890625], [-1.992645263671875, 0.2023468017578125]]
3231.jpg: [[2.5897560119628906, 9.487152099609375], [-1.4974212646484375, 7.302215576171875], [3.4076385498046875, -3.500518798828125], [-6.25201416015625, -3.66510009765625]]
3232.jpg: [[-3.0781707763671875, 5.4705810546875], [5.20159912109375, 5.6092529296875], [5.49603271484375, -3.035675048828125], [6.65521240234375, 9.041656494140625]]
3233.jpg: [[-6.540985107421875, 6.091957092285156], [9.443389892578125, -2.8087158203125], [-5.978790283203125, 8.443862915039062], [-2.411590576171875, 4.2244415283203125]]
3234.jpg: [[4.4626922607421875, 7.327972412109375], [2.9285888671875, 7.5937347412109375], [6.6234588623046875, 0.465850830078125], [-6.9747314453125, -2.872650146484375]]
3235.jpg: [[2.9451904296875, 9.71990966796875], [-8.7501220703125, -4.664154052734375], [4.735992431640625, 2.905059814453125], [-9.223602294921875, 0.579193115234375]]
3236.jpg: [[7.941253662109375, -2.654144287109375], [-1.712738037109375, 8.534210205078125], [-4.05615234375, 9.344970703125], [8.24188232421875, 0.777862548828125]]
3237.jpg: [[0.3074188232421875, 9.186187744140625], [7.6295928955078125, -2.235321044921875], [1.4277191162109375, -3.651092529296875], [7.779876708984375, 1.289581298828125]]
3238.jpg: [[-9.755950927734375, -0.313446044921875], [-3.8299560546875, -1.8494110107421875], [-9.993659973144531, 7.56268310546875], [-0.7902679443359375, -8.65948486328125]]
3239.jpg: [[-4.608001708984375, 0.03076171875], [9.632171630859375, -6.060943603515625], [-0.366973876953125, -7.943603515625], [-9.1146240234375, 6.21221923828125]]
324.jpg: [[7.280303955078125, -3.0912933349609375], [9.16729736328125, -0.254180908203125], [8.799774169921875, -1.34027099609375], [-2.657440185546875, -6.61236572265625]]
3240.jpg: [[0.49078369140625, 0.298919677734375], [4.84295654296875, 1.7479248046875], [6.170166015625, 6.244598388671875], [-1.62225341796875, 0.399139404296875]]
3241.jpg: [[-0.8932342529296875, -4.289886474609375], [-4.922698974609375, -1.5487518310546875], [6.379425048828125, -6.81231689453125], [-8.48126220703125, -7.872711181640625]]
3242.jpg: [[1.1858978271484375, -1.183837890625], [7.05987548828125, -4.9004364013671875], [-9.36627197265625, 1.6766357421875], [-8.67010498046875, -7.875457763671875]]
3243.jpg: [[0.5737876892089844, 6.15618896484375], [5.6850128173828125, -8.798248291015625], [6.118106842041016, 0.13690185546875], [0.857269287109375, 0.720550537109375]]
3244.jpg: [[-4.852325439453125, 8.418190002441406], [3.81573486328125, 1.2593193054199219], [-0.6631927490234375, -3.220703125], [-4.863677978515625, 6.7197265625]]
3245.jpg: [[6.010955810546875, 2.986724853515625], [-7.178955078125, -4.7596588134765625], [-2.221160888671875, 5.2454833984375], [0.5921173095703125, 6.330657958984375]]
3246.jpg: [[-6.356697082519531, -2.610595703125], [-2.1512298583984375, 4.9848175048828125], [-8.530059814453125, 8.025421142578125], [-6.9201507568359375, -5.250274658203125]]
3247.jpg: [[5.128021240234375, 0.3700103759765625], [3.3623504638671875, -5.4962921142578125], [-0.5923919677734375, 5.08782958984375], [1.2973480224609375, 3.6043853759765625]]
3248.jpg: [[-7.338592529296875, -6.1658477783203125], [4.774169921875, 7.027008056640625], [7.5228271484375, -2.781005859375], [7.43792724609375, -4.752044677734375]]
3249.jpg: [[5.964996337890625, 2.6647415161132812], [7.806793212890625, 5.875190734863281], [3.909088134765625, 8.677108764648438], [3.281829833984375, -1.58856201171875]]
325.jpg: [[-7.619468688964844, 4.292236328125], [7.7047576904296875, -9.573089599609375], [-6.059242248535156, -7.870361328125], [7.4708404541015625, 4.984100341796875]]
3250.jpg: [[-9.903717041015625, 6.3355712890625], [2.463348388671875, -3.6197509765625], [3.738311767578125, -6.86236572265625], [-2.6986083984375, 7.167755126953125]]
3251.jpg: [[6.87689208984375, 8.77191162109375], [3.61846923828125, 2.158477783203125], [5.2752685546875, 8.485565185546875], [-7.22052001953125, -4.6525421142578125]]
3252.jpg: [[-0.163665771484375, 5.584228515625], [0.70751953125, -3.18646240234375], [-4.680450439453125, 3.29888916015625], [2.671630859375, 2.1661224365234375]]
3253.jpg: [[-8.79254150390625, -7.7509765625], [9.898826599121094, 2.442901611328125], [-5.461042404174805, -8.8330078125], [-5.7619781494140625, -4.008209228515625]]
3254.jpg: [[6.861907958984375, -3.9972915649414062], [-2.768341064453125, -5.391815185546875], [-6.1502685546875, -9.804885864257812], [-5.5357666015625, -5.3620147705078125]]
3255.jpg: [[-4.116077423095703, 6.2352294921875], [2.0701141357421875, -8.583404541015625], [0.99981689453125, -7.895294189453125], [-8.880203247070312, -1.584503173828125]]
3256.jpg: [[6.615753173828125, 7.641874313354492], [-4.640350341796875, 4.908673286437988], [8.528045654296875, -7.0040130615234375], [1.91424560546875, 0.6634674072265625]]
3257.jpg: [[-9.871795654296875, 3.752429962158203], [-1.9963226318359375, 8.296977996826172], [5.0159149169921875, -5.700164794921875], [-4.5039520263671875, 6.52484130859375]]
3258.jpg: [[0.4691314697265625, -3.016510009765625], [-7.074859619140625, -5.9156036376953125], [5.659515380859375, 6.4349517822265625], [-6.6702423095703125, -7.638214111328125]]
3259.jpg: [[0.75469970703125, 5.6514892578125], [8.649383544921875, -0.140777587890625], [3.260498046875, 7.0693359375], [3.0325927734375, -5.38323974609375]]
326.jpg: [[-0.0150299072265625, -5.8984832763671875], [-0.603271484375, 9.349029541015625], [7.501564025878906, 0.5784454345703125], [6.9183349609375, -2.5341949462890625]]
3260.jpg: [[5.221611022949219, 4.3311309814453125], [3.8968963623046875, -9.53485107421875], [1.2434310913085938, -2.09954833984375], [0.1773529052734375, -6.568450927734375]]
3261.jpg: [[-8.748748779296875, 5.517097473144531], [8.707550048828125, -5.74530029296875], [-6.5831298828125, -3.5520782470703125], [-9.459136962890625, 8.072647094726562]]
3262.jpg: [[-1.555084228515625, 5.1749267578125], [9.04241943359375, -4.852142333984375], [-0.83319091796875, -0.34100341796875], [9.798980712890625, -3.52410888671875]]
3263.jpg: [[2.324556350708008, -8.407257080078125], [3.3697357177734375, -7.885955810546875], [5.099176406860352, 3.42633056640625], [-6.4669342041015625, 9.450286865234375]]
3264.jpg: [[-1.227508544921875, -0.818634033203125], [-9.8780517578125, 5.5465087890625], [-7.605194091796875, -2.7431640625], [-5.235565185546875, 6.67437744140625]]
3265.jpg: [[-4.438632011413574, -3.78460693359375], [-0.4573974609375, -3.333892822265625], [1.021261215209961, 6.82525634765625], [-6.9450225830078125, 2.760406494140625]]
3266.jpg: [[2.509552001953125, 6.243255615234375], [-8.14178466796875, -3.242645263671875], [-2.5276336669921875, 2.451019287109375], [3.6120452880859375, 6.490478515625]]
3267.jpg: [[-4.220733642578125, -9.0992431640625], [-4.46881103515625, -9.396575927734375], [-0.5037841796875, -8.9031982421875], [6.11737060546875, -9.2410888671875]]
3268.jpg: [[2.5824546813964844, -7.9051055908203125], [-9.494491577148438, 2.349151611328125], [-9.252534866333008, -3.3083648681640625], [7.9803466796875, -5.091522216796875]]
3269.jpg: [[9.737841606140137, 3.2478485107421875], [5.413139343261719, -2.267730712890625], [-2.541780471801758, 3.641021728515625], [9.522865295410156, -0.39794921875]]
327.jpg: [[-5.5450439453125, -1.7378387451171875], [4.38836669921875, -0.7062225341796875], [-4.418121337890625, -1.5217742919921875], [1.44775390625, -9.1656494140625]]
3270.jpg: [[0.868408203125, -5.456787109375], [8.7962646484375, -5.840118408203125], [-1.110321044921875, 3.74957275390625], [8.24713134765625, -8.470916748046875]]
3271.jpg: [[-5.444548606872559, -5.519866943359375], [-4.001899719238281, 4.103790283203125], [5.796779632568359, 3.54705810546875], [3.034820556640625, 3.323760986328125]]
3272.jpg: [[-9.1343994140625, 0.992340087890625], [-7.785888671875, 8.09912109375], [-6.66204833984375, -1.53863525390625], [-4.91583251953125, -3.54901123046875]]
3273.jpg: [[3.602447509765625, 1.7263259887695312], [-1.67340087890625, -1.230010986328125], [-6.111328125, 9.294570922851562], [-2.375579833984375, 4.7803497314453125]]
3274.jpg: [[1.9549636840820312, 8.363998413085938], [-9.228683471679688, -1.5198287963867188], [-4.1671600341796875, 5.1866302490234375], [6.3255615234375, -8.073287963867188]]
3275.jpg: [[6.855926513671875, -2.7015380859375], [2.5592041015625, 1.0335540771484375], [-9.47137451171875, -0.3708648681640625], [-9.37554931640625, -3.6756744384765625]]
3276.jpg: [[0.6058807373046875, -9.09091567993164], [8.021820068359375, -9.899029731750488], [-6.609527587890625, -3.3110275268554688], [-2.155731201171875, -5.0286712646484375]]
3277.jpg: [[4.654998779296875, 7.42889404296875], [2.42596435546875, 5.3584747314453125], [3.28857421875, 2.8331298828125], [-5.0159912109375, -3.2940521240234375]]
3278.jpg: [[-3.2199478149414062, 6.292549133300781], [-9.025054931640625, 7.147914886474609], [2.377838134765625, 5.7196044921875], [-7.1036529541015625, 0.6970062255859375]]
3279.jpg: [[-8.501983642578125, -6.97503662109375], [8.5443115234375, -1.649139404296875], [-0.673858642578125, 1.7900390625], [8.0853271484375, -1.468597412109375]]
328.jpg: [[-7.636283874511719, -5.78826904296875], [-9.066116333007812, -4.280792236328125], [9.067947387695312, 9.44622802734375], [-7.2343292236328125, -1.59259033203125]]
3280.jpg: [[0.91156005859375, -8.32647705078125], [-5.842041015625, 5.5152587890625], [-0.95343017578125, -4.59527587890625], [8.592041015625, 3.398651123046875]]
3281.jpg: [[3.28594970703125, 4.288322448730469], [-8.843414306640625, 6.967182159423828], [0.81317138671875, 7.3848876953125], [7.879669189453125, 5.7252960205078125]]
3282.jpg: [[9.4588623046875, 2.8188323974609375], [4.66229248046875, 5.396728515625], [3.136383056640625, -0.459197998046875], [3.811981201171875, 9.889678955078125]]
3283.jpg: [[9.28106689453125, 0.20257186889648438], [-6.6929473876953125, 2.9712600708007812], [7.8375396728515625, 2.120086669921875], [1.6533660888671875, 5.8851318359375]]
3284.jpg: [[7.1197509765625, 7.796512603759766], [8.218902587890625, 4.167774200439453], [7.264190673828125, -1.1816864013671875], [9.049560546875, -8.340972900390625]]
3285.jpg: [[-2.303792715072632, 2.584869384765625], [7.391754150390625, -9.45623779296875], [-0.8286318778991699, 5.3551025390625], [7.993072509765625, -3.0225830078125]]
3286.jpg: [[-8.146926879882812, -8.704833984375], [9.722747802734375, 0.698974609375], [4.6099090576171875, 7.5931549072265625], [0.880615234375, -9.377578735351562]]
3287.jpg: [[8.934112548828125, -4.6003875732421875], [-4.841278076171875, -5.9791259765625], [-2.552764892578125, 8.448638916015625], [-2.0943603515625, 7.29266357421875]]
3288.jpg: [[-7.1456298828125, 4.9256591796875], [8.854888916015625, 7.88116455078125], [-4.6752777099609375, 8.58673095703125], [0.15594482421875, -5.7862548828125]]
